Название;Автор;Цена в бел.руб.;Ссылка
Черная риторика. Власть и магия слова;Карстен Бредемайер;23.05;https://magazin.belkniga.by/catalog/biznes-literatura/alp_chernaya_ritorika_vlast_i_magiya_slov_1/
Черная риторика. Власть и магия слова (м);Карстен Бредемайер;11.56;https://magazin.belkniga.by/catalog/biznes-literatura/al-pinapab-chernaya-ritorika-vlast-i-mag/
Черный лебедь. Под знаком непредсказуемости;Нассим Талеб;30.07;https://magazin.belkniga.by/catalog/biznes-literatura/chernyy_lebed_pod_znakom_nepredskazuemo/
Четыре ключа к маркетингу услуг;Гарри Беквит;23.32;https://magazin.belkniga.by/catalog/biznes-literatura/alpinapab_chetyre_klyucha_k_marketingu_usl/
Четыре ключа к маркетингу услуг;Гарри Беквит;25.14;https://magazin.belkniga.by/catalog/biznes-literatura/alp_chetyre_klyucha_k_marketingu_uslug_0/
Четыре правила успешного лидера;Стивен Кови;18.22;https://magazin.belkniga.by/catalog/biznes-literatura/alp_4_pravila_uspeshnogo_lidera/
Что дальше? Теория инноваций как инструмент предсказания отраслевых изменений;Клейтон К.;31.62;https://magazin.belkniga.by/catalog/biznes-literatura/chto_dalshe_teoriya_innovatsiy_kak_instrum_1/
Что делать, когда машины начнут делать все. Как роботы и искусственный интеллект изменят жизнь и работу;Малкольм Фрэнк;30.24;https://magazin.belkniga.by/catalog/biznes-literatura/topbusaw-chto-delat-kogda-mashiny-nachnut/
Что не так в здравоохранении? Мифы. Проблемы. Решения;Генри Минцберг;68.70;https://magazin.belkniga.by/catalog/biznes-literatura/mif_biznes_chto_ne_tak_v_zdravookhranenii/
Что скрывает кандидат? 41 опросник для оценки факторов риска при проведении интервью;Светлана Иванова;19.94;https://magazin.belkniga.by/catalog/biznes-literatura/chto_skryvaet_kandidat_41_oprosnik_dlya_o/
Что я знаю о работе кофейни;Колин Хармон;20.11;https://magazin.belkniga.by/catalog/biznes-literatura/az-chto-ya-znayu-o-rabote-kofeyni/
Чувствуй и реагируй. Как создавать продуты, нужные людям именно сейчас;Готельф Джефф;27.22;https://magazin.belkniga.by/catalog/biznes-literatura/topbusaw-chuvstvuy-i-reagiruy-kak-sozdav/
Чудодейственная сила для получения бесконечных богатств;Джозеф Мэрфи;3.83;https://magazin.belkniga.by/catalog/biznes-literatura/chudodeyst-sila-dlya-poluch-beskon-bogatstv/
Шаг за шагом к достижению цели. Метод кайдзен (м);Роберт Маурер;12.83;https://magazin.belkniga.by/catalog/biznes-literatura/al-p-as-metod-kaydzen-shag-za-shagom-k-dos/
Школа CEO. Мастер-класс от 20 глобальных бизнес-лидеров;Станислав Шекшня, Ки;40.18;https://magazin.belkniga.by/catalog/biznes-literatura/mif_biznes_shkola_ceo_master_klass_ot_2/
Школа бизнеса;Роберт Кийосаки;15.90;https://magazin.belkniga.by/catalog/biznes-literatura/shkola_biznesa_integr_pereplet/
Школа бизнеса;Кийосаки Роберт;8.62;https://magazin.belkniga.by/catalog/biznes-literatura/shkola_biznesa/
Школа бизнеса (новая редакция)(2-е издание);Роберт Кийосаки;13.74;https://magazin.belkniga.by/catalog/biznes-literatura/shkola-biznesa-nov-redakciya-2-e-izd/
Школа Джульетты. История о победе над цейтнотом и выгоранием;Вандеркам Лора;13.98;https://magazin.belkniga.by/catalog/biznes-literatura/barmechty-shkola-dzhul-etty-istoriya-o-pobe/
Школа контента;Майя Богданова;32.06;https://magazin.belkniga.by/catalog/biznes-literatura/al-p-shkola-kontenta-sozdavayte-teksty-ko/
Шпаргалка: Мировая экономика. Экзаменационные ответы;Заскока С.А.;0.73;https://magazin.belkniga.by/catalog/biznes-literatura/otv_shparg_sv_mirovaya_ekonomika/
Эволюция Instagram;Дорошина Александра;10.71;https://magazin.belkniga.by/catalog/biznes-literatura/biznes-v-insta-evolyuciya-instagram-smmar/
Экономика;Нордхаус Вильям Д.;192.53;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika_ispr_i_dopoln_izd/
Экономика впечатлений. Как превратить покупку в захватывающее действие;Джозеф II Пайн;33.33;https://magazin.belkniga.by/catalog/biznes-literatura/alp_ekonomika_vpechatleniy_kak_prevratit/
Экономика заготовок сельскохозяйственной продукции;Козырева Н.Н.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-zagotovok-sel-skohozyaystvennoy-produkcii978985061041/
Экономика зарубежных стран;Под общ. ред. Ю.Г. Козака, С.Н. Лебедевой;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-zarubezhnyh-stran9789850616487/
Экономика зарубежных стран;Под общ. ред. Ю.Г. Козака, С.Н. Лебедевой;8.14;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-zarubezhnyh-stran9789850622426/
Экономика малого бизнеса и предпринимательства. Учебное пособие;В. Круглик;5.84;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika_malogo_biznesa_i_predprinimate/
Экономика общественного питания;Емельянова Т.В., Кравченко В.П.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-obschestvennogo-pitaniya9789850614025/
Экономика общественного питания;Емельянова Т.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-obschestvennogo-pitaniya9850609451/
Экономика организации;Володько О.В., Грабар Р.Н., Зглюй Т.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-organizacii9789850625601/
Экономика организации;Володько О.В., Грабар Р.Н., Зглюй Т.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-organizacii9789850621092/
Экономика организации (предприятия);Головачев А.С.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-organizacii-predpriyatiya9789850624567/
Экономика организации (предприятия). Практикум;Под ред. О.В. Володько;11.48;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-organizacii-predpriyatiya-praktikum9789850623966/
Экономика организации. Сборник практических заданий;Курбанова Т.В.;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-organizacii-sbornik-prakticheskih-zadaniy9789850615824/
Экономика организации. Учебное пособие. Гриф МО РФ;Чечевицына Людмила Николаевна;28.31;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika_organizatsii_ucheb_posobie__1/
Экономика организации. Учебное пособие. Гриф МО РФ;Чечевицына Людмила Николаевна;26.12;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika_organizatsii_ucheb_posobie_/
Экономика организации. Учебное пособие. Гриф МО РФ;Чечевицына Людмила Николаевна;11.64;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika_organizatsii_ucheb_posob/
Экономика предприятий торговли;Под общ. ред. Н.В. Максименко, Е.Е. Шишковой;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-predpriyatiy-torgovli9789850616043/
Экономика предприятий торговли;Под общ. ред. Н.В. Максименко, Е.Е. Шишковой;Нет в продаже;https://magazin.belkniga.by/catalog/biznes-literatura/ekonomika-predpriyatiy-torgovli9789850613530/
